u_mps,v_mps,w_mps,p_rps,q_rps,r_rps,phi_rad,theta_rad,psi_rad,p1_n_m,p2_n_m,p3_n_m
-6.2667795702,4.7362931912,12.6179782197,0.0201673253,0.3632489664,0.4768490583,0.3590868666,0.4352389472,0.8698456660,-0.5461971977,-0.0579924920,-9135.0453445365
-6.3312605086,4.8000815640,12.6771101079,0.0192407147,0.3626996413,0.4766277149,0.3619594986,0.4369535898,0.8761798431,-0.5629370761,-0.0594069766,-9134.8962223791
-6.3957418541,4.8642705332,12.7359190996,0.0183170279,0.3621433426,0.4764073585,0.3648352076,0.4386473415,0.8825200303,-0.5800568112,-0.0608289657,-9134.7461223693
-6.4602172594,4.9288589198,12.7944072711,0.0173962921,0.3615801106,0.4761879781,0.3677138596,0.4403201259,0.8888661011,-0.5975616309,-0.0622573622,-9134.5950445068
-6.5246803872,4.9938455294,12.8525767514,0.0164785342,0.3610099856,0.4759695623,0.3705953190,0.4419718678,0.8952179267,-0.6154567687,-0.0636910232,-9134.4429887916
-6.5891249110,5.0592291520,12.9104297219,0.0155637810,0.3604330083,0.4757520997,0.3734794482,0.4436024940,0.9015753758,-0.6337474626,-0.0651287595,-9134.2899552238
-6.6535445156,5.1250085623,12.9679684153,0.0146520590,0.3598492195,0.4755355788,0.3763661077,0.4452119326,0.9079383152,-0.6524389542,-0.0665693358,-9134.1359438032
-6.7179328978,5.1911825193,13.0251951157,0.0137433943,0.3592586605,0.4753199878,0.3792551566,0.4468001135,0.9143066090,-0.6715364874,-0.0680114700,-9133.9809545298
-6.7822837670,5.2577497668,13.0821121575,0.0128378132,0.3586613724,0.4751053150,0.3821464518,0.4483669680,0.9206801194,-0.6910453071,-0.0694538332,-9133.8249874035
-6.8465908457,5.3247090327,13.1387219252,0.0119353413,0.3580573968,0.4748915482,0.3850398486,0.4499124292,0.9270587061,-0.7109706585,-0.0708950497,-9133.6680424244
-6.9108478702,5.3920590296,13.1950268529,0.0110360045,0.3574467755,0.4746786754,0.3879352008,0.4514364320,0.9334422267,-0.7313177856,-0.0723336967,-9133.5101195923
-6.9750485911,5.4597984544,13.2510294233,0.0101398280,0.3568295506,0.4744666844,0.3908323602,0.4529389128,0.9398305368,-0.7520919299,-0.0737683043,-9133.3512189073
-7.0391867738,5.5279259885,13.3067321676,0.0092468371,0.3562057640,0.4742555627,0.3937311770,0.4544198098,0.9462234897,-0.7732983297,-0.0751973554,-9133.1913403692
-7.1032561992,5.5964402977,13.3621376646,0.0083570567,0.3555754584,0.4740452978,0.3966314999,0.4558790627,0.9526209365,-0.7949422185,-0.0766192861,-9133.0304839780
-7.1672506644,5.6653400319,13.4172485403,0.0074705116,0.3549386762,0.4738358771,0.3995331758,0.4573166133,0.9590227264,-0.8170288242,-0.0780324852,-9132.8686497336
-7.2311639826,5.7346238256,13.4720674672,0.0065872263,0.3542954603,0.4736272878,0.4024360501,0.4587324048,0.9654287066,-0.8395633674,-0.0794352945,-9132.7058376361
-7.2949899847,5.8042902974,13.5265971635,0.0057072251,0.3536458536,0.4734195169,0.4053399666,0.4601263824,0.9718387219,-0.8625510610,-0.0808260094,-9132.5420476854
-7.3587225188,5.8743380504,13.5808403929,0.0048305321,0.3529898995,0.4732125516,0.4082447675,0.4614984929,0.9782526156,-0.8859971080,-0.0822028783,-9132.3772798813
-7.4223554513,5.9447656716,13.6347999636,0.0039571712,0.3523276413,0.4730063787,0.4111502937,0.4628486850,0.9846702289,-0.9099067013,-0.0835641037,-9132.2115342240
-7.4858826675,6.0155717324,13.6884787281,0.0030871659,0.3516591226,0.4728009850,0.4140563843,0.4641769091,0.9910914008,-0.9342850217,-0.0849078417,-9132.0448107132
-7.5492980717,6.0867547883,13.7418795819,0.0022205397,0.3509843871,0.4725963571,0.4169628773,0.4654831176,0.9975159688,-0.9591372373,-0.0862322028,-9131.8771093490
-7.6125955881,6.1583133790,13.7950054634,0.0013573158,0.3503034789,0.4723924815,0.4198696090,0.4667672645,1.0039437684,-0.9844685020,-0.0875352523,-9131.7084301313
-7.6757691611,6.2302460281,13.8478593532,0.0004975172,0.3496164421,0.4721893448,0.4227764146,0.4680293057,1.0103746333,-1.0102839543,-0.0888150103,-9131.5387730601
-7.7388127558,6.3025512434,13.9004442730,-0.0003588335,0.3489233210,0.4719869332,0.4256831277,0.4692691991,1.0168083955,-1.0365887160,-0.0900694527,-9131.3681381352
-7.8017203588,6.3752275167,13.9527632856,-0.0012117138,0.3482241602,0.4717852331,0.4285895809,0.4704869043,1.0232448853,-1.0633878914,-0.0912965114,-9131.1965253568
-7.8644859782,6.4482733237,14.0048194937,-0.0020611013,0.3475190043,0.4715842305,0.4314956052,0.4716823828,1.0296839311,-1.0906865657,-0.0924940749,-9131.0239347246
-7.9271036444,6.5216871242,14.0566160393,-0.0029069741,0.3468078982,0.4713839116,0.4344010306,0.4728555980,1.0361253601,-1.1184898037,-0.0936599889,-9130.8503662386
-7.9895674105,6.5954673615,14.1081561033,-0.0037493102,0.3460908870,0.4711842622,0.4373056860,0.4740065151,1.0425689975,-1.1468026492,-0.0947920571,-9130.6758198989
-8.0518713530,6.6696124633,14.1594429045,-0.0045880882,0.3453680157,0.4709852684,0.4402093988,0.4751351013,1.0490146672,-1.1756301230,-0.0958880417,-9130.5002957053
-8.1140095716,6.7441208406,14.2104796990,-0.0054232866,0.3446393298,0.4707869158,0.4431119957,0.4762413258,1.0554621914,-1.2049772222,-0.0969456644,-9130.3237936578
-8.1759761905,6.8189908886,14.2612697796,-0.0062548844,0.3439048749,0.4705891902,0.4460133021,0.4773251595,1.0619113912,-1.2348489189,-0.0979626067,-9130.1463137563
-8.2377653582,6.8942209859,14.3118164750,-0.0070828607,0.3431646965,0.4703920772,0.4489131425,0.4783865754,1.0683620859,-1.2652501588,-0.0989365115,-9129.9678560008
-8.2993712483,6.9698094949,14.3621231490,-0.0079071947,0.3424188405,0.4701955625,0.4518113405,0.4794255482,1.0748140938,-1.2961858602,-0.0998649832,-9129.7884203912
-8.3607880598,7.0457547619,14.4121932001,-0.0087278661,0.3416673528,0.4699996314,0.4547077185,0.4804420548,1.0812672316,-1.3276609127,-0.1007455891,-9129.6080069275
-8.4220100175,7.1220551164,14.4620300604,-0.0095448547,0.3409102797,0.4698042693,0.4576020984,0.4814360738,1.0877213149,-1.3596801760,-0.1015758604,-9129.4266156096
-8.4830313725,7.1987088718,14.5116371949,-0.0103581404,0.3401476674,0.4696094617,0.4604943009,0.4824075860,1.0941761581,-1.3922484785,-0.1023532928,-9129.2442464374
-8.5438464026,7.2757143248,14.5610181013,-0.0111677037,0.3393795623,0.4694151938,0.4633841462,0.4833565740,1.1006315745,-1.4253706166,-0.1030753480,-9129.0608994110
-8.6044494127,7.3530697558,14.6101763084,-0.0119735249,0.3386060109,0.4692214509,0.4662714538,0.4842830223,1.1070873762,-1.4590513527,-0.1037394545,-9128.8765745302
-8.6648347350,7.4307734284,14.6591153762,-0.0127755849,0.3378270600,0.4690282179,0.4691560422,0.4851869174,1.1135433742,-1.4932954149,-0.1043430091,-9128.6912717950
-8.7249967299,7.5088235900,14.7078388947,-0.0135738646,0.3370427564,0.4688354802,0.4720377295,0.4860682479,1.1199993787,-1.5281074950,-0.1048833777,-9128.5049912053
-8.7849297859,7.5872184710,14.7563504832,-0.0143683452,0.3362531471,0.4686432226,0.4749163332,0.4869270041,1.1264551989,-1.5634922478,-0.1053578966,-9128.3177327611
-8.8446283200,7.6659562853,14.8046537896,-0.0151590082,0.3354582790,0.4684514303,0.4777916704,0.4877631786,1.1329106431,-1.5994542898,-0.1057638739,-9128.1294964623
-8.9040867785,7.7450352301,14.8527524897,-0.0159458353,0.3346581996,0.4682600880,0.4806635574,0.4885767657,1.1393655186,-1.6359981977,-0.1060985908,-9127.9402823088
-8.9632996369,7.8244534860,14.9006502863,-0.0167288084,0.3338529560,0.4680691807,0.4835318103,0.4893677617,1.1458196323,-1.6731285077,-0.1063593029,-9127.7500903007
-9.0222614004,7.9042092166,14.9483509087,-0.0175079096,0.3330425958,0.4678786933,0.4863962448,0.4901361650,1.1522727900,-1.7108497140,-0.1065432414,-9127.5589204378
-9.0809666046,7.9843005689,14.9958581116,-0.0182831215,0.3322271664,0.4676886106,0.4892566762,0.4908819758,1.1587247972,-1.7491662676,-0.1066476148,-9127.3667727200
-9.1394098151,8.0647256728,15.0431756747,-0.0190544265,0.3314067157,0.4674989172,0.4921129197,0.4916051964,1.1651754586,-1.7880825752,-0.1066696102,-9127.1736471474
-9.1975856286,8.1454826418,15.0903074015,-0.0198218076,0.3305812914,0.4673095980,0.4949647901,0.4923058310,1.1716245783,-1.8276029981,-0.1066063947,-9126.9795437199
-9.2554886727,8.2265695721,15.1372571192,-0.0205852479,0.3297509414,0.4671206376,0.4978121021,0.4929838858,1.1780719601,-1.8677318509,-0.1064551172,-9126.7844624374
-9.3131136066,8.3079845431,15.1840286771,-0.0213447309,0.3289157136,0.4669320207,0.5006546704,0.4936393689,1.1845174073,-1.9084734003,-0.1062129095,-9126.5884032998
-9.3704551212,8.3897256173,15.2306259464,-0.0221002400,0.3280756563,0.4667437318,0.5034923095,0.4942722904,1.1909607227,-1.9498318642,-0.1058768882,-9126.3913663071
-9.4275079392,8.4717908402,15.2770528194,-0.0228517591,0.3272308176,0.4665557557,0.5063248340,0.4948826623,1.1974017091,-1.9918114102,-0.1054441563,-9126.1933514592
-9.4842668161,8.5541782403,15.3233132085,-0.0235992724,0.3263812459,0.4663680768,0.5091520584,0.4954704987,1.2038401687,-2.0344161547,-0.1049118046,-9125.9943587561
-9.5407265396,8.6368858291,15.3694110455,-0.0243427641,0.3255269894,0.4661806797,0.5119737976,0.4960358153,1.2102759037,-2.0776501615,-0.1042769136,-9125.7943881977
-9.5968819307,8.7199116011,15.4153502810,-0.0250822188,0.3246680967,0.4659935490,0.5147898665,0.4965786302,1.2167087162,-2.1215174411,-0.1035365549,-9125.5934397839
-9.6527278434,8.8032535335,15.4611348834,-0.0258176214,0.3238046164,0.4658066692,0.5176000801,0.4970989631,1.2231384081,-2.1660219491,-0.1026877931,-9125.3915135147
-9.7082591652,8.8869095868,15.5067688381,-0.0265489568,0.3229365971,0.4656200248,0.5204042539,0.4975968356,1.2295647814,-2.2111675852,-0.1017276877,-9125.1886093900
-9.7634708175,8.9708777041,15.5522561471,-0.0272762104,0.3220640876,0.4654336002,0.5232022037,0.4980722715,1.2359876382,-2.2569581924,-0.1006532942,-9124.9847274098
-9.8183577556,9.0551558116,15.5976008277,-0.0279993678,0.3211871366,0.4652473799,0.5259937455,0.4985252962,1.2424067805,-2.3033975553,-0.0994616665,-9124.7798675740
-9.8729149692,9.1397418181,15.6428069122,-0.0287184146,0.3203057931,0.4650613485,0.5287786960,0.4989559372,1.2488220105,-2.3504893998,-0.0981498585,-9124.5740298825
-9.9271374823,9.2246336155,15.6878784467,-0.0294333370,0.3194201060,0.4648754904,0.5315568723,0.4993642237,1.2552331309,-2.3982373909,-0.0967149255,-9124.3672143352
-9.9810203538,9.3098290786,15.7328194908,-0.0301441212,0.3185301243,0.4646897900,0.5343280919,0.4997501871,1.2616399444,-2.4466451329,-0.0951539265,-9124.1594209322
-10.0345586777,9.3953260648,15.7776341162,-0.0308507538,0.3176358972,0.4645042318,0.5370921732,0.5001138602,1.2680422541,-2.4957161671,-0.0934639258,-9123.9506496733
-10.0877475832,9.4811224146,15.8223264067,-0.0315532215,0.3167374737,0.4643188003,0.5398489351,0.5004552781,1.2744398635,-2.5454539716,-0.0916419949,-9123.7409005585
-10.1405822347,9.5672159511,15.8669004566,-0.0322515112,0.3158349031,0.4641334800,0.5425981971,0.5007744775,1.2808325766,-2.5958619600,-0.0896852139,-9123.5301735876
-10.1930578325,9.6536044806,15.9113603707,-0.0329456104,0.3149282346,0.4639482553,0.5453397796,0.5010714969,1.2872201980,-2.6469434799,-0.0875906741,-9123.3184687608
-10.2451696127,9.7402857918,15.9557102630,-0.0336355064,0.3140175177,0.4637631107,0.5480735040,0.5013463769,1.2936025326,-2.6987018125,-0.0853554791,-9123.1057860778
-10.2969128476,9.8272576567,15.9999542560,-0.0343211871,0.3131028015,0.4635780308,0.5507991922,0.5015991595,1.2999793861,-2.7511401712,-0.0829767472,-9122.8921255386
-10.3482828455,9.9145178297,16.0440964801,-0.0350026403,0.3121841357,0.4633930000,0.5535166674,0.5018298889,1.3063505650,-2.8042617006,-0.0804516125,-9122.6774871431
-10.3992749515,10.0020640486,16.0881410730,-0.0356798544,0.3112615695,0.4632080030,0.5562257534,0.5020386107,1.3127158762,-2.8580694757,-0.0777772279,-9122.4618708914
-10.4498845470,10.0898940335,16.1320921784,-0.0363528178,0.3103351527,0.4630230241,0.5589262755,0.5022253725,1.3190751278,-2.9125665004,-0.0749507656,-9122.2452767833
-10.5001070504,10.1780054879,16.1759539455,-0.0370215194,0.3094049345,0.4628380481,0.5616180596,0.5023902237,1.3254281285,-2.9677557071,-0.0719694199,-9122.0277048187
-10.5499379171,10.2663960979,16.2197305286,-0.0376859479,0.3084709648,0.4626530595,0.5643009331,0.5025332152,1.3317746880,-3.0236399552,-0.0688304088,-9121.8091549976
-10.5993726396,10.3550635327,16.2634260857,-0.0383460928,0.3075332930,0.4624680429,0.5669747243,0.5026543998,1.3381146168,-3.0802220305,-0.0655309753,-9121.5896273199
-10.6484067477,10.4440054443,16.3070447782,-0.0390019433,0.3065919688,0.4622829831,0.5696392630,0.5027538319,1.3444477265,-3.1375046441,-0.0620683901,-9121.3691217856
-10.6970358086,10.5332194679,16.3505907699,-0.0396534894,0.3056470419,0.4620978646,0.5722943800,0.5028315676,1.3507738299,-3.1954904312,-0.0584399525,-9121.1476383945
-10.7452554273,10.6227032215,16.3940682267,-0.0403007209,0.3046985619,0.4619126722,0.5749399078,0.5028876648,1.3570927408,-3.2541819504,-0.0546429929,-9120.9251771467
-10.7930612464,10.7124543063,16.4374813149,-0.0409436280,0.3037465786,0.4617273906,0.5775756798,0.5029221829,1.3634042740,-3.3135816828,-0.0506748740,-9120.7017380420
-10.8404489464,10.8024703064,16.4808342017,-0.0415822013,0.3027911417,0.4615420046,0.5802015313,0.5029351829,1.3697082458,-3.3736920310,-0.0465329930,-9120.4773210803
-10.8874142458,10.8927487893,16.5241310533,-0.0422164314,0.3018323009,0.4613564991,0.5828172986,0.5029267274,1.3760044736,-3.4345153182,-0.0422147831,-9120.2519262617
-10.9339529012,10.9832873053,16.5673760351,-0.0428463093,0.3008701060,0.4611708589,0.5854228199,0.5028968808,1.3822927762,-3.4960537869,-0.0377177152,-9120.0255535860
-10.9800607076,11.0740833882,16.6105733102,-0.0434718261,0.2999046068,0.4609850689,0.5880179348,0.5028457089,1.3885729736,-3.5583095989,-0.0330392998,-9119.7982030532
-11.0257334981,11.1651345548,16.6537270393,-0.0440929735,0.2989358529,0.4607991141,0.5906024845,0.5027732791,1.3948448873,-3.6212848335,-0.0281770882,-9119.5698746632
-11.0709671444,11.2564383054,16.6968413795,-0.0447097429,0.2979638942,0.4606129794,0.5931763117,0.5026796602,1.4011083403,-3.6849814871,-0.0231286749,-9119.3405684159
-11.1157575569,11.3479921234,16.7399204838,-0.0453221265,0.2969887805,0.4604266500,0.5957392610,0.5025649227,1.4073631570,-3.7494014723,-0.0178916985,-9119.1102843113
-11.1601006845,11.4397934760,16.7829685004,-0.0459301163,0.2960105614,0.4602401109,0.5982911786,0.5024291385,1.4136091634,-3.8145466169,-0.0124638437,-9118.8790223492
-11.2039925147,11.5318398133,16.8259895720,-0.0465337049,0.2950292868,0.4600533472,0.6008319125,0.5022723810,1.4198461870,-3.8804186633,-0.0068428428,-9118.6467825297
-11.2474290741,11.6241285694,16.8689878348,-0.0471328849,0.2940450063,0.4598663442,0.6033613125,0.5020947250,1.4260740572,-3.9470192674,-0.0010264771,-9118.4135648526
-11.2904064281,11.7166571617,16.9119674183,-0.0477276492,0.2930577698,0.4596790872,0.6058792302,0.5018962467,1.4322926045,-4.0143499980,0.0049874214,-9118.1793693179
-11.3329206810,11.8094229914,16.9549324440,-0.0483179911,0.2920676269,0.4594915614,0.6083855189,0.5016770237,1.4385016617,-4.0824123359,0.0112009685,-9117.9441959255
-11.3749679763,11.9024234434,16.9978870253,-0.0489039040,0.2910746273,0.4593037522,0.6108800343,0.5014371351,1.4447010631,-4.1512076731,0.0176162267,-9117.7080446753
-11.4165444963,11.9956558862,17.0408352663,-0.0494853815,0.2900788208,0.4591156452,0.6133626334,0.5011766613,1.4508906446,-4.2207373121,0.0242352035,-9117.4709155673
-11.4576464629,12.0891176724,17.0837812616,-0.0500624176,0.2890802568,0.4589272257,0.6158331757,0.5008956840,1.4570702441,-4.2910024651,0.0310598498,-9117.2328086014
-11.4982701368,12.1828061385,17.1267290950,-0.0506350065,0.2880789851,0.4587384794,0.6182915223,0.5005942861,1.4632397014,-4.3620042534,0.0380920591,-9116.9937237774
-11.5384118183,12.2767186050,17.1696828396,-0.0512031426,0.2870750553,0.4585493919,0.6207375367,0.5002725520,1.4693988580,-4.4337437061,0.0453336659,-9116.7536610954
-11.5780678467,12.3708523764,17.2126465564,-0.0517668205,0.2860685169,0.4583599489,0.6231710841,0.4999305672,1.4755475576,-4.5062217603,0.0527864443,-9116.5126205553
-11.6172346009,12.4652047417,17.2556242940,-0.0523260351,0.2850594194,0.4581701362,0.6255920320,0.4995684185,1.4816856456,-4.5794392595,0.0604521071,-9116.2706021569
-11.6559084990,12.5597729738,17.2986200881,-0.0528807817,0.2840478122,0.4579799398,0.6280002500,0.4991861941,1.4878129693,-4.6533969534,0.0683323043,-9116.0276059003
-11.6940859985,12.6545543305,17.3416379602,-0.0534310556,0.2830337449,0.4577893454,0.6303956098,0.4987839829,1.4939293784,-4.7280954974,0.0764286223,-9115.7836317853
-11.7317635965,12.7495460536,17.3846819178,-0.0539768524,0.2820172669,0.4575983391,0.6327779853,0.4983618755,1.5000347242,-4.8035354511,0.0847425824,-9115.5386798119
-11.7689378293,12.8447453698,17.4277559532,-0.0545181681,0.2809984273,0.4574069070,0.6351472525,0.4979199633,1.5061288604,-4.8797172787,0.0932756400,-9115.2927499799
-11.8056052729,12.9401494904,17.4708640429,-0.0550549989,0.2799772756,0.4572150352,0.6375032898,0.4974583389,1.5122116425,-4.9566413475,0.1020291836,-9115.0458422894
-11.8417625425,13.0357556116,17.5140101473,-0.0555873410,0.2789538610,0.4570227101,0.6398459775,0.4969770962,1.5182829285,-5.0343079277,0.1110045335,-9114.7979567402
-11.8774062931,13.1315609145,17.5571982095,-0.0561151911,0.2779282326,0.4568299179,0.6421751986,0.4964763297,1.5243425781,-5.1127171918,0.1202029415,-9114.5490933323
-11.9125332188,13.2275625652,17.6004321554,-0.0566385461,0.2769004396,0.4566366450,0.6444908380,0.4959561354,1.5303904534,-5.1918692138,0.1296255892,-9114.2992520656
-11.9471400535,13.3237577148,17.6437158925,-0.0571574032,0.2758705310,0.4564428780,0.6467927830,0.4954166101,1.5364264188,-5.2717639688,0.1392735878,-9114.0484329399
-11.9812235703,13.4201435002,17.6870533096,-0.0576717596,0.2748385558,0.4562486035,0.6490809233,0.4948578517,1.5424503406,-5.3524013323,0.1491479771,-9113.7966359553
-12.0147805819,13.5167170431,17.7304482762,-0.0581816129,0.2738045629,0.4560538080,0.6513551509,0.4942799589,1.5484620876,-5.4337810797,0.1592497247,-9113.5438611117
-12.0478079406,13.6134754512,17.7739046415,-0.0586869611,0.2727686012,0.4558584784,0.6536153600,0.4936830314,1.5544615307,-5.5159028857,0.1695797254,-9113.2901084089
-12.0803025376,13.7104158175,17.8174262345,-0.0591878022,0.2717307193,0.4556626016,0.6558614472,0.4930671700,1.5604485430,-5.5987663239,0.1801388003,-9113.0353778470
-12.1122613041,13.8075352213,17.8610168630,-0.0596841346,0.2706909661,0.4554661645,0.6580933116,0.4924324761,1.5664230000,-5.6823708662,0.1909276964,-9112.7796694257
-12.1436812102,13.9048307273,17.9046803130,-0.0601759567,0.2696493900,0.4552691540,0.6603108546,0.4917790522,1.5723847796,-5.7667158822,0.2019470862,-9112.5229831451
-12.1745592657,14.0022993867,17.9484203483,-0.0606632675,0.2686060397,0.4550715575,0.6625139799,0.4911070015,1.5783337616,-5.8518006389,0.2131975668,-9112.2653190051
-12.2048925193,14.0999382367,17.9922407097,-0.0611460659,0.2675609636,0.4548733621,0.6647025936,0.4904164281,1.5842698285,-5.9376243002,0.2246796597,-9112.0066770055
-12.2346780594,14.1977443009,18.0361451150,-0.0616243513,0.2665142100,0.4546745552,0.6668766044,0.4897074368,1.5901928650,-6.0241859263,0.2363938103,-9111.7470571463
-12.2639130133,14.2957145897,18.0801372577,-0.0620981232,0.2654658272,0.4544751241,0.6690359231,0.4889801333,1.5961027581,-6.1114844735,0.2483403874,-9111.4864594275
-12.2925945477,14.3938460998,18.1242208070,-0.0625673814,0.2644158633,0.4542750565,0.6711804631,0.4882346239,1.6019993972,-6.1995187935,0.2605196831,-9111.2248838489
-12.3207198682,14.4921358150,18.1683994074,-0.0630321258,0.2633643664,0.4540743399,0.6733101403,0.4874710157,1.6078826740,-6.2882876330,0.2729319125,-9110.9623304105
-12.3482862197,14.5905807061,18.2126766774,-0.0634923568,0.2623113844,0.4538729622,0.6754248728,0.4866894165,1.6137524826,-6.3777896338,0.2855772131,-9110.6987991121
-12.3752908859,14.6891777309,18.2570562099,-0.0639480747,0.2612569653,0.4536709111,0.6775245812,0.4858899347,1.6196087194,-6.4680233317,0.2984556452,-9110.4342899538
-12.4017311898,14.7879238347,18.3015415711,-0.0643992804,0.2602011567,0.4534681746,0.6796091886,0.4850726794,1.6254512833,-6.5589871566,0.3115671913,-9110.1688029354
-12.4276044930,14.8868159503,18.3461363003,-0.0648459748,0.2591440064,0.4532647409,0.6816786205,0.4842377603,1.6312800754,-6.6506794320,0.3249117562,-9109.9023380568
